epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
116,3525.02,0.06477,0.27508,0.10718,0.13765,0.8922,0.98603,1,0.99444,0.98905,0.98603,1,0.99444,0.93169,0.13158,0.22397,0.08894,0.20109,0.21214,0.000886694,0.000886694,0.000886694
117,3555.01,0.06427,0.29031,0.11001,0.15125,0.8892,0.98456,1,0.99414,0.98919,0.98456,1,0.99414,0.93028,0.14112,0.18339,0.03895,0.24075,0.21405,0.000881979,0.000881979,0.000881979
118,3585.24,0.06311,0.29966,0.10685,0.14257,0.88779,0.99512,1,0.99403,0.99228,0.99512,1,0.99403,0.91469,0.13893,0.20079,0.07243,0.33409,0.23154,0.000877263,0.000877263,0.000877263
119,3615.41,0.06204,0.30762,0.10867,0.14288,0.89342,0.99603,1,0.99476,0.99476,0.99603,1,0.99476,0.91745,0.20817,0.22907,0.13365,0.35261,0.34089,0.000872547,0.000872547,0.000872547
120,3645.56,0.06507,0.32459,0.11174,0.15806,0.89311,0.98264,1,0.99148,0.9863,0.98264,1,0.99148,0.91836,0.14482,0.20045,0.05713,0.3042,0.23639,0.000867832,0.000867832,0.000867832
121,3675.72,0.06609,0.32464,0.1115,0.14863,0.88964,0.98637,0.99836,0.99392,0.99392,0.98637,0.99836,0.99392,0.93031,0.10454,0.22023,0.06841,0.194,0.19329,0.000863116,0.000863116,0.000863116
122,3705.87,0.06271,0.28717,0.10645,0.14116,0.89073,0.99454,1,0.99452,0.99452,0.99454,1,0.99452,0.93798,0.13029,0.2268,0.11757,0.23843,0.19687,0.0008584,0.0008584,0.0008584
123,3736.1,0.06216,0.29987,0.10666,0.14118,0.88877,0.98567,1,0.99387,0.98802,0.98567,1,0.99387,0.9265,0.16737,0.2051,0.06092,0.41561,0.21164,0.000853685,0.000853685,0.000853685
124,3766.17,0.06494,0.28719,0.10134,0.14743,0.89072,0.99378,1,0.99411,0.99411,0.99378,1,0.99411,0.93846,0.1648,0.16942,0.05773,0.31885,0.23271,0.000848969,0.000848969,0.000848969
125,3796.53,0.06263,0.27987,0.10342,0.14648,0.88743,0.98783,1,0.99414,0.99414,0.98783,1,0.99414,0.93923,0.14847,0.18709,0.06249,0.25289,0.21964,0.000844253,0.000844253,0.000844253
126,3826.86,0.06221,0.26273,0.10616,0.13925,0.89081,0.99533,1,0.99355,0.99355,0.99533,1,0.99355,0.93243,0.09798,0.17748,0.0508,0.2771,0.18358,0.000839537,0.000839537,0.000839537
127,3857.08,0.06131,0.26266,0.10378,0.14029,0.88535,0.98622,1,0.99312,0.99159,0.98622,1,0.99312,0.93998,0.10632,0.15344,0.08389,0.24366,0.1869,0.000834822,0.000834822,0.000834822
128,3887.23,0.06076,0.26157,0.09726,0.13748,0.88953,0.99503,1,0.99395,0.99034,0.99503,1,0.99395,0.92925,0.14713,0.1649,0.05075,0.38559,0.22327,0.000830106,0.000830106,0.000830106
129,3917.27,0.05913,0.26362,0.10133,0.12885,0.89057,0.988,1,0.99435,0.99435,0.988,1,0.99435,0.93632,0.16081,0.17441,0.04096,0.32921,0.20832,0.00082539,0.00082539,0.00082539
130,3947.43,0.06053,0.26369,0.10278,0.13188,0.88771,0.99216,1,0.99387,0.99387,0.99216,1,0.99387,0.93895,0.14062,0.17269,0.02909,0.50638,0.1841,0.000820675,0.000820675,0.000820675
131,3977.6,0.06066,0.26805,0.10514,0.13255,0.88977,0.99572,1,0.99352,0.99352,0.99572,1,0.99352,0.94266,0.16299,0.16803,0.06147,0.23712,0.23864,0.000815959,0.000815959,0.000815959
132,4007.98,0.06228,0.26662,0.10001,0.13193,0.89083,0.99451,1,0.99384,0.99384,0.99451,1,0.99384,0.93642,0.12267,0.18103,0.04537,0.21717,0.18959,0.000811243,0.000811243,0.000811243
133,4038.1,0.05998,0.25506,0.10053,0.13252,0.89448,0.99532,1,0.99317,0.99317,0.99532,1,0.99317,0.94872,0.14604,0.15962,0.08308,0.24447,0.20994,0.000806528,0.000806528,0.000806528
134,4068.23,0.06034,0.25521,0.09846,0.13652,0.89729,0.99529,1,0.99234,0.99234,0.99529,1,0.99234,0.91529,0.13931,0.20038,0.05581,0.22264,0.21039,0.000801812,0.000801812,0.000801812
135,4098.45,0.05979,0.26892,0.10012,0.14049,0.89448,0.99432,1,0.99288,0.99288,0.99432,1,0.99288,0.94211,0.17676,0.15305,0.03696,0.29248,0.21918,0.000797096,0.000797096,0.000797096
136,4128.46,0.0599,0.27517,0.10329,0.14008,0.89106,0.98676,1,0.99481,0.99481,0.98676,1,0.99481,0.9452,0.1606,0.16799,0.09906,0.23072,0.20357,0.00079238,0.00079238,0.00079238
137,4158.57,0.05723,0.26837,0.09924,0.12646,0.88826,0.99584,1,0.99406,0.9932,0.99584,1,0.99406,0.9393,0.12513,0.14376,0.07883,0.21645,0.20437,0.000787665,0.000787665,0.000787665
138,4188.66,0.05819,0.25938,0.10029,0.13493,0.89001,0.99016,1,0.99245,0.99067,0.99016,1,0.99245,0.92584,0.13082,0.15577,0.08469,0.20885,0.20957,0.000782949,0.000782949,0.000782949
139,4218.74,0.05883,0.25942,0.09975,0.13172,0.88771,0.99592,1,0.99237,0.99237,0.99592,1,0.99237,0.94168,0.12252,0.14752,0.04547,0.209,0.18894,0.000778233,0.000778233,0.000778233
140,4248.86,0.06027,0.25591,0.10222,0.13268,0.89052,0.99364,1,0.99239,0.99239,0.99364,1,0.99239,0.9345,0.10965,0.16757,0.07108,0.16634,0.1879,0.000773518,0.000773518,0.000773518
141,4279.01,0.05907,0.25704,0.09975,0.14369,0.8863,0.99442,1,0.99266,0.99266,0.99442,1,0.99266,0.93191,0.09407,0.16358,0.04409,0.17382,0.18153,0.000768802,0.000768802,0.000768802
142,4309.19,0.05933,0.26429,0.09844,0.13057,0.89088,0.99438,1,0.99349,0.99349,0.99438,1,0.99349,0.93971,0.11716,0.1622,0.03919,0.29813,0.20409,0.000764086,0.000764086,0.000764086
143,4339.36,0.05574,0.25692,0.09709,0.1286,0.88629,0.99449,1,0.99293,0.98274,0.99449,1,0.99293,0.93085,0.1404,0.19514,0.04988,0.25785,0.24338,0.000759371,0.000759371,0.000759371
144,4369.46,0.05775,0.26606,0.09408,0.14088,0.88898,0.99441,1,0.99315,0.99315,0.99441,1,0.99315,0.94529,0.1575,0.15175,0.0505,0.18887,0.24111,0.000754655,0.000754655,0.000754655
145,4399.59,0.05535,0.2598,0.09325,0.13862,0.88661,0.99502,1,0.99379,0.99379,0.99502,1,0.99379,0.9431,0.10535,0.15327,0.02972,0.1965,0.17434,0.000749939,0.000749939,0.000749939
146,4429.85,0.05964,0.27012,0.10097,0.13544,0.88707,0.99574,1,0.99298,0.99298,0.99574,1,0.99298,0.94542,0.11078,0.1602,0.02647,0.27152,0.17725,0.000745223,0.000745223,0.000745223
147,4460.12,0.05985,0.2537,0.0957,0.13238,0.89152,0.99525,1,0.99368,0.99368,0.99525,1,0.99368,0.93901,0.14415,0.15578,0.02285,0.24342,0.22057,0.000740508,0.000740508,0.000740508
148,4490.31,0.05646,0.25019,0.09729,0.12608,0.88595,0.99509,1,0.99323,0.9889,0.99509,1,0.99323,0.94802,0.12321,0.15455,0.05405,0.30466,0.19318,0.000735792,0.000735792,0.000735792
149,4520.53,0.05719,0.24777,0.09425,0.12779,0.88698,0.99447,1,0.99341,0.99341,0.99447,1,0.99341,0.938,0.11088,0.15327,0.06224,0.22651,0.17091,0.000731076,0.000731076,0.000731076
150,4550.75,0.05568,0.25307,0.09692,0.12532,0.89003,0.99192,0.99639,0.99355,0.99355,0.99192,0.99639,0.99355,0.94238,0.12979,0.16818,0.05054,0.23653,0.19315,0.000726361,0.000726361,0.000726361
151,4580.89,0.05814,0.25421,0.09767,0.13931,0.89299,0.99551,1,0.99325,0.99325,0.99551,1,0.99325,0.94569,0.16583,0.15774,0.03893,0.24143,0.20271,0.000721645,0.000721645,0.000721645
152,4611.03,0.05846,0.24263,0.09538,0.12663,0.88705,0.99562,1,0.99323,0.99323,0.99562,1,0.99323,0.93692,0.1213,0.15268,0.05101,0.22667,0.17477,0.000716929,0.000716929,0.000716929
153,4641.2,0.05613,0.24929,0.09524,0.12843,0.88714,0.99551,1,0.9943,0.99218,0.99551,1,0.9943,0.94227,0.15845,0.1806,0.0875,0.27471,0.19987,0.000712214,0.000712214,0.000712214
154,4671.78,0.05726,0.26125,0.09876,0.13213,0.89083,0.99498,1,0.99401,0.99401,0.99498,1,0.99401,0.93731,0.13944,0.15743,0.06238,0.27725,0.21523,0.000707498,0.000707498,0.000707498
155,4702,0.05638,0.24041,0.09468,0.1287,0.89113,0.98634,1,0.99382,0.99382,0.98634,1,0.99382,0.94439,0.1366,0.15862,0.10252,0.24257,0.21041,0.000702782,0.000702782,0.000702782
156,4732.38,0.05513,0.25312,0.09156,0.12392,0.89605,0.99564,1,0.99409,0.99117,0.99564,1,0.99409,0.94507,0.1421,0.19888,0.04748,0.27584,0.23377,0.000698066,0.000698066,0.000698066
157,4762.54,0.0562,0.23962,0.09334,0.12227,0.88939,0.98658,1,0.99425,0.99425,0.98658,1,0.99425,0.94495,0.1171,0.14932,0.05182,0.20806,0.18714,0.000693351,0.000693351,0.000693351
158,4792.86,0.05441,0.24478,0.09394,0.12033,0.88583,0.98937,1,0.99358,0.99358,0.98937,1,0.99358,0.95855,0.10743,0.14537,0.04272,0.24293,0.1715,0.000688635,0.000688635,0.000688635
159,4823.23,0.05503,0.25284,0.09525,0.12641,0.88663,0.99491,1,0.99245,0.99121,0.99491,1,0.99245,0.94546,0.09766,0.14304,0.05451,0.211,0.17056,0.000683919,0.000683919,0.000683919
160,4853.45,0.05286,0.23291,0.09201,0.12616,0.88621,0.99587,1,0.99317,0.99317,0.99587,1,0.99317,0.94361,0.12563,0.14637,0.04032,0.23044,0.20194,0.000679204,0.000679204,0.000679204
161,4883.53,0.05508,0.24552,0.09097,0.12642,0.89335,0.99507,1,0.99323,0.99323,0.99507,1,0.99323,0.95262,0.18812,0.15034,0.03336,0.47278,0.21014,0.000674488,0.000674488,0.000674488
162,4913.65,0.05654,0.25184,0.09242,0.12582,0.88739,0.99607,1,0.9936,0.9936,0.99607,1,0.9936,0.94125,0.12089,0.1676,0.03618,0.21771,0.16755,0.000669772,0.000669772,0.000669772
163,4943.9,0.05547,0.25011,0.09326,0.12377,0.88771,0.99564,1,0.99395,0.99395,0.99564,1,0.99395,0.94197,0.13749,0.13905,0.03252,0.27673,0.18415,0.000665057,0.000665057,0.000665057
164,4974.15,0.05429,0.2387,0.09235,0.11952,0.89176,0.99604,1,0.99495,0.99495,0.99604,1,0.99495,0.943,0.11825,0.1448,0.06531,0.22389,0.16471,0.000660341,0.000660341,0.000660341
165,5004.17,0.05426,0.22529,0.09114,0.12712,0.89329,0.99571,1,0.99419,0.99419,0.99571,1,0.99419,0.95111,0.12727,0.12535,0.0385,0.2541,0.16874,0.000655625,0.000655625,0.000655625
166,5034.3,0.05423,0.23932,0.09097,0.12446,0.88955,0.99423,1,0.99449,0.99449,0.99423,1,0.99449,0.93912,0.11744,0.13438,0.02721,0.23032,0.17656,0.000650909,0.000650909,0.000650909
167,5064.36,0.05338,0.23982,0.08841,0.11376,0.89347,0.9863,1,0.99476,0.99476,0.9863,1,0.99476,0.94164,0.14275,0.14994,0.05477,0.28093,0.17388,0.000646194,0.000646194,0.000646194
168,5094.39,0.05475,0.22452,0.09233,0.11757,0.88965,0.9863,1,0.99441,0.99441,0.9863,1,0.99441,0.95094,0.09583,0.16098,0.05362,0.22396,0.16157,0.000641478,0.000641478,0.000641478
169,5124.51,0.05304,0.22595,0.08863,0.11468,0.88379,0.9954,1,0.99465,0.99465,0.9954,1,0.99465,0.94582,0.10184,0.16927,0.0559,0.2174,0.17244,0.000636762,0.000636762,0.000636762
170,5154.69,0.05435,0.22631,0.09279,0.12548,0.89319,0.99078,1,0.99449,0.99449,0.97988,0.98889,0.9784,0.93476,0.14441,0.17071,0.05179,0.26153,0.20066,0.000632047,0.000632047,0.000632047
171,5184.78,0.05395,0.21623,0.09023,0.11804,0.89356,0.99389,1,0.99465,0.99465,0.99389,1,0.99465,0.94698,0.13624,0.148,0.06002,0.23908,0.18571,0.000627331,0.000627331,0.000627331
172,5214.85,0.05267,0.22084,0.08925,0.11044,0.88773,0.99199,1,0.99325,0.99325,0.99199,1,0.99325,0.95945,0.1428,0.13415,0.05119,0.2361,0.18399,0.000622615,0.000622615,0.000622615
173,5245.04,0.05236,0.23323,0.09099,0.12418,0.893,0.99394,1,0.99261,0.99261,0.99394,1,0.99261,0.96323,0.13897,0.1175,0.04178,0.20075,0.19444,0.0006179,0.0006179,0.0006179
174,5275.21,0.05302,0.22691,0.09164,0.11719,0.88405,0.99032,1,0.99422,0.99422,0.99032,1,0.99422,0.95661,0.10975,0.13742,0.04602,0.22119,0.14631,0.000613184,0.000613184,0.000613184
175,5305.31,0.05005,0.2202,0.08781,0.11381,0.89018,0.99263,1,0.99468,0.99468,0.99263,1,0.99468,0.95618,0.10192,0.15388,0.05597,0.22472,0.15296,0.000608468,0.000608468,0.000608468
176,5335.39,0.05126,0.21912,0.08674,0.11256,0.88927,0.99583,1,0.99379,0.99379,0.99583,1,0.99379,0.96293,0.10388,0.17567,0.08009,0.18705,0.17046,0.000603752,0.000603752,0.000603752
177,5365.55,0.05164,0.21255,0.08582,0.11202,0.89159,0.9956,1,0.99457,0.99457,0.9956,1,0.99457,0.95201,0.14855,0.15822,0.06051,0.26264,0.20972,0.000599037,0.000599037,0.000599037
178,5395.64,0.05301,0.21991,0.08521,0.1194,0.88531,0.99596,1,0.99395,0.99346,0.99596,1,0.99395,0.95423,0.16075,0.13463,0.03603,0.27489,0.19644,0.000594321,0.000594321,0.000594321
179,5425.95,0.05174,0.2184,0.08617,0.11936,0.88415,0.99583,1,0.99409,0.99409,0.99583,1,0.99409,0.95523,0.11049,0.17962,0.03614,0.22299,0.17438,0.000589605,0.000589605,0.000589605
180,5456.29,0.05035,0.22105,0.08549,0.11421,0.88726,0.99579,1,0.99478,0.99478,0.99579,1,0.99478,0.96203,0.15367,0.15258,0.05427,0.28011,0.2053,0.00058489,0.00058489,0.00058489
181,5486.69,0.04894,0.21941,0.08627,0.11705,0.88836,0.99585,1,0.99433,0.99433,0.99585,1,0.99433,0.96419,0.13165,0.13373,0.03976,0.2577,0.18481,0.000580174,0.000580174,0.000580174
182,5516.88,0.05103,0.20608,0.08585,0.10983,0.89401,0.99594,1,0.99476,0.99476,0.99594,1,0.99476,0.95891,0.13266,0.14606,0.04563,0.25457,0.19588,0.000575458,0.000575458,0.000575458
183,5547.04,0.04864,0.21442,0.08664,0.11789,0.88924,0.9954,1,0.9928,0.9928,0.9954,1,0.9928,0.94779,0.10748,0.17688,0.05382,0.21705,0.18693,0.000570743,0.000570743,0.000570743
184,5577.21,0.04781,0.20799,0.08605,0.11273,0.88965,0.99545,1,0.99349,0.99349,0.99545,1,0.99349,0.95343,0.11759,0.18503,0.05262,0.19552,0.18688,0.000566027,0.000566027,0.000566027
185,5607.46,0.04817,0.21516,0.08153,0.1096,0.8907,0.99563,1,0.99325,0.99325,0.99563,1,0.99325,0.96094,0.1191,0.13109,0.05753,0.22351,0.18535,0.000561311,0.000561311,0.000561311
186,5637.74,0.04805,0.21306,0.08674,0.11412,0.88825,0.99567,1,0.9932,0.9932,0.99567,1,0.9932,0.95082,0.09209,0.12349,0.03971,0.21405,0.16711,0.000556595,0.000556595,0.000556595
187,5667.89,0.04747,0.22517,0.08629,0.1138,0.88869,0.99596,1,0.9929,0.9929,0.99596,1,0.9929,0.94753,0.10753,0.13671,0.0591,0.21922,0.17656,0.00055188,0.00055188,0.00055188
188,5698.01,0.04883,0.20921,0.08122,0.10931,0.8839,0.99381,1,0.99301,0.99301,0.99381,1,0.99301,0.9517,0.09307,0.13257,0.0531,0.21633,0.16448,0.000547164,0.000547164,0.000547164
189,5728.22,0.04891,0.21621,0.08541,0.11249,0.88879,0.99606,1,0.99317,0.99317,0.99606,1,0.99317,0.95158,0.09839,0.13625,0.08669,0.22994,0.16503,0.000542448,0.000542448,0.000542448
190,5758.29,0.04794,0.21957,0.08208,0.10973,0.89066,0.99555,1,0.99349,0.99349,0.99555,1,0.99349,0.95922,0.09237,0.16071,0.0641,0.2168,0.1517,0.000537733,0.000537733,0.000537733
191,5788.33,0.04789,0.2206,0.08407,0.10587,0.88943,0.996,1,0.99242,0.99242,0.996,1,0.99242,0.95402,0.08811,0.14972,0.04401,0.22903,0.15552,0.000533017,0.000533017,0.000533017
192,5818.44,0.04894,0.20723,0.08283,0.11171,0.89384,0.99547,1,0.99245,0.9909,0.99547,1,0.99245,0.94503,0.09896,0.1796,0.05553,0.22281,0.18104,0.000528301,0.000528301,0.000528301
193,5848.52,0.04725,0.20498,0.08325,0.10799,0.88976,0.99545,1,0.99282,0.99282,0.99545,1,0.99282,0.9581,0.11227,0.17963,0.06577,0.20995,0.17821,0.000523586,0.000523586,0.000523586
194,5878.59,0.04687,0.21259,0.08481,0.09865,0.88356,0.99439,1,0.99304,0.99304,0.99439,1,0.99304,0.96175,0.1123,0.16203,0.06685,0.24841,0.16162,0.00051887,0.00051887,0.00051887
195,5908.68,0.04539,0.2108,0.0809,0.10201,0.89008,0.99567,1,0.99403,0.99403,0.99567,1,0.99403,0.95823,0.08797,0.1419,0.06063,0.20204,0.15913,0.000514154,0.000514154,0.000514154
196,5939.04,0.04597,0.20539,0.07996,0.11022,0.88393,0.99532,1,0.99444,0.99055,0.99532,1,0.99444,0.95147,0.09516,0.13375,0.04452,0.17579,0.1588,0.000509438,0.000509438,0.000509438
197,5969.16,0.0465,0.20093,0.08028,0.10678,0.88646,0.99583,1,0.99358,0.99358,0.99583,1,0.99358,0.967,0.09179,0.12273,0.04439,0.19464,0.15662,0.000504723,0.000504723,0.000504723
198,5999.57,0.04613,0.19946,0.07915,0.10468,0.88744,0.99026,1,0.99444,0.99444,0.99026,1,0.99444,0.96012,0.09238,0.14008,0.03979,0.20381,0.15879,0.000500007,0.000500007,0.000500007
199,6029.75,0.04698,0.20446,0.0781,0.10824,0.88577,0.99371,1,0.99419,0.99419,0.99371,1,0.99419,0.96608,0.10337,0.12114,0.04031,0.19184,0.17379,0.000495291,0.000495291,0.000495291
200,6059.88,0.04545,0.19163,0.07964,0.10555,0.88905,0.99454,1,0.9939,0.9939,0.99454,1,0.9939,0.96265,0.10357,0.10816,0.05109,0.17449,0.17185,0.000490576,0.000490576,0.000490576
201,6090.08,0.04688,0.19711,0.08023,0.10821,0.88648,0.995,1,0.99435,0.99435,0.995,1,0.99435,0.9649,0.07828,0.13504,0.04449,0.1832,0.14719,0.00048586,0.00048586,0.00048586
202,6119.99,0.04506,0.20198,0.08351,0.10267,0.89043,0.99617,1,0.995,0.99443,0.99617,1,0.995,0.96358,0.08851,0.11858,0.04241,0.19688,0.15159,0.000481144,0.000481144,0.000481144
203,6149.99,0.04663,0.21052,0.08297,0.10306,0.89154,0.99583,1,0.995,0.995,0.99583,1,0.995,0.96168,0.1082,0.14095,0.03331,0.23666,0.15964,0.000476429,0.000476429,0.000476429
204,6180.35,0.04576,0.19205,0.07848,0.1037,0.88836,0.99443,1,0.99425,0.99425,0.99443,1,0.99425,0.96501,0.12274,0.15068,0.0407,0.25951,0.16808,0.000471713,0.000471713,0.000471713
205,6210.31,0.04566,0.19499,0.08184,0.10265,0.88331,0.99559,1,0.99446,0.99446,0.99559,1,0.99446,0.96411,0.10994,0.13052,0.04558,0.23195,0.17643,0.000466997,0.000466997,0.000466997
206,6240.19,0.04662,0.19909,0.07921,0.10292,0.88789,0.99559,1,0.99409,0.99409,0.99559,1,0.99409,0.9644,0.10659,0.13471,0.06434,0.22347,0.17774,0.000462281,0.000462281,0.000462281
207,6270.19,inf,0.19865,0.0831,0.10029,0.88777,0.99568,1,0.99425,0.99425,0.99568,1,0.99425,0.96287,0.10146,0.13043,0.04118,0.22292,0.16364,0.000457566,0.000457566,0.000457566
208,6300.27,0.04547,0.18686,0.07592,0.10505,0.88916,0.99562,1,0.99495,0.99495,0.99562,1,0.99495,0.96105,0.12389,0.16109,0.05105,0.38296,0.1671,0.00045285,0.00045285,0.00045285
209,6330.13,0.04468,0.20559,0.08064,0.09873,0.88702,0.99465,1,0.99484,0.99484,0.99465,1,0.99484,0.96235,0.11919,0.16027,0.03772,0.31588,0.16599,0.000448134,0.000448134,0.000448134
210,6360.06,0.04671,0.19047,0.07754,0.0966,0.89119,0.99392,1,0.99465,0.99465,0.99392,1,0.99465,0.96469,0.10529,0.13494,0.02183,0.28446,0.16008,0.000443419,0.000443419,0.000443419
211,6390.12,0.04461,0.19627,0.07992,0.09864,0.88967,0.99507,1,0.99374,0.99374,0.99507,1,0.99374,0.96195,0.11792,0.16086,0.03494,0.40437,0.16271,0.000438703,0.000438703,0.000438703
212,6420.35,0.0444,0.18924,0.07783,0.09529,0.88843,0.99566,1,0.99382,0.99382,0.99566,1,0.99382,0.96327,0.11657,0.13939,0.02983,0.28599,0.17784,0.000433987,0.000433987,0.000433987
213,6450.55,0.04589,0.18335,0.07636,0.10239,0.88861,0.99583,1,0.99379,0.99379,0.99583,1,0.99379,0.95928,0.1089,0.10947,0.0244,0.27316,0.17544,0.000429272,0.000429272,0.000429272
214,6480.72,0.04721,0.18532,0.07661,0.10137,0.88531,0.99542,1,0.99341,0.99341,0.99542,1,0.99341,0.96093,0.09184,0.13186,0.03864,0.25429,0.1561,0.000424556,0.000424556,0.000424556
215,6510.82,0.04666,0.19441,0.07968,0.10527,0.8832,0.99375,1,0.99253,0.99253,0.99375,1,0.99253,0.9624,0.09254,0.14297,0.04147,0.21594,0.16469,0.00041984,0.00041984,0.00041984
216,6540.97,0.04701,0.19665,0.07739,0.10853,0.88873,0.99521,1,0.99253,0.99253,0.99521,1,0.99253,0.9631,0.07226,0.12396,0.02992,0.20702,0.13945,0.000415124,0.000415124,0.000415124
217,6571.07,0.04626,0.18911,0.07843,0.10087,0.88599,0.99461,1,0.99457,0.99457,0.99461,1,0.99457,0.96455,0.071,0.12466,0.03183,0.20489,0.13573,0.000410409,0.000410409,0.000410409
218,6601.14,0.04405,0.1794,0.07615,0.09542,0.884,0.99589,1,0.99435,0.99435,0.99589,1,0.99435,0.96927,0.1137,0.12659,0.04662,0.3758,0.15471,0.000405693,0.000405693,0.000405693
219,6631.27,0.04523,0.18106,0.07375,0.10595,0.88861,0.99583,1,0.99492,0.99492,0.99583,1,0.99492,0.96812,0.14849,0.12402,0.03357,0.44305,0.19043,0.000400977,0.000400977,0.000400977
220,6661.37,0.04561,0.1883,0.07445,0.09933,0.89356,0.9949,1,0.99465,0.99465,0.9949,1,0.99465,0.96565,0.17076,0.1096,0.03947,0.50569,0.21182,0.000396262,0.000396262,0.000396262
221,6691.37,0.04548,0.1849,0.07716,0.09616,0.88314,0.99597,1,0.99465,0.99427,0.99597,1,0.99465,0.96687,0.16118,0.11423,0.04627,0.45709,0.18708,0.000391546,0.000391546,0.000391546
222,6721.32,0.0428,0.18086,0.07721,0.09748,0.89148,0.99518,1,0.995,0.97964,0.99518,1,0.995,0.96888,0.15415,0.11102,0.0373,0.49603,0.17676,0.00038683,0.00038683,0.00038683
223,6751.24,0.04422,0.18546,0.07623,0.10896,0.88467,0.99616,1,0.99374,0.99309,0.99616,1,0.99374,0.9733,0.1286,0.10313,0.02697,0.45525,0.16648,0.000382115,0.000382115,0.000382115
224,6781.3,0.04402,0.18131,0.07505,0.10614,0.88497,0.99558,1,0.99384,0.99384,0.99558,1,0.99384,0.96777,0.0962,0.11109,0.03793,0.37969,0.15481,0.000377399,0.000377399,0.000377399
225,6811.32,0.04342,0.18401,0.07875,0.09917,0.89224,0.98878,1,0.99349,0.99211,0.98878,1,0.99349,0.9682,0.10909,0.11508,0.03669,0.53292,0.15397,0.000372683,0.000372683,0.000372683
226,6841.2,0.04252,0.18205,0.07839,0.09587,0.88693,0.99264,1,0.99349,0.99349,0.99264,1,0.99349,0.97294,0.11968,0.11056,0.02571,0.46601,0.16064,0.000367967,0.000367967,0.000367967
227,6871.17,0.04421,0.17921,0.07746,0.09548,0.89196,0.99494,1,0.995,0.99203,0.99494,1,0.995,0.96791,0.12794,0.11076,0.0344,0.35421,0.17386,0.000363252,0.000363252,0.000363252
228,6901.28,0.0453,0.17638,0.07306,0.10073,0.88562,0.99556,1,0.99465,0.99138,0.99556,1,0.99465,0.9725,0.12654,0.1057,0.04902,0.29381,0.18419,0.000358536,0.000358536,0.000358536
229,6931.33,0.04406,0.1718,0.07602,0.09975,0.88851,0.99593,1,0.99478,0.99193,0.99593,1,0.99478,0.9693,0.11018,0.1049,0.02783,0.28119,0.15655,0.00035382,0.00035382,0.00035382
230,6961.37,0.04228,0.17979,0.07455,0.09289,0.88847,0.99556,1,0.99489,0.99489,0.99556,1,0.99489,0.97187,0.1479,0.11399,0.02614,0.29522,0.17806,0.000349105,0.000349105,0.000349105
231,6991.5,inf,0.17079,0.07109,0.09526,0.8832,0.99478,1,0.99497,0.99497,0.99478,1,0.99497,0.97421,0.12735,0.10293,0.01854,0.23107,0.17184,0.000344389,0.000344389,0.000344389
232,7021.51,0.04119,0.17111,0.07257,0.09625,0.88155,0.99398,1,0.99492,0.99492,0.99398,1,0.99492,0.97445,0.12387,0.1024,0.02505,0.30858,0.1616,0.000339673,0.000339673,0.000339673
233,7051.52,0.04157,0.17393,0.0736,0.09264,0.88668,0.99039,1,0.99497,0.99497,0.99039,1,0.99497,0.97,0.10194,0.11195,0.029,0.23101,0.15129,0.000334958,0.000334958,0.000334958
234,7081.58,0.04111,0.17788,0.07434,0.08833,0.88614,0.99055,1,0.99468,0.99468,0.99055,1,0.99468,0.96738,0.10362,0.125,0.03397,0.25766,0.15382,0.000330242,0.000330242,0.000330242
235,7111.59,0.04135,0.18168,0.07717,0.09797,0.88352,0.99173,1,0.99468,0.99468,0.99173,1,0.99468,0.96607,0.1079,0.10793,0.02682,0.26146,0.16445,0.000325526,0.000325526,0.000325526
236,7141.5,0.04142,0.17575,0.07184,0.09323,0.88226,0.99468,1,0.99484,0.99484,0.99468,1,0.99484,0.97166,0.11164,0.11877,0.03228,0.21255,0.15684,0.00032081,0.00032081,0.00032081
237,7171.38,0.0409,0.17298,0.07597,0.09007,0.88667,0.99397,1,0.99495,0.99495,0.99397,1,0.99495,0.96586,0.08568,0.15173,0.04437,0.24631,0.14607,0.000316095,0.000316095,0.000316095
238,7201.28,0.04018,0.16282,0.07338,0.09612,0.88693,0.99359,1,0.99495,0.99495,0.99359,1,0.99495,0.96691,0.09749,0.1255,0.0379,0.27501,0.15398,0.000311379,0.000311379,0.000311379
239,7231.23,0.04036,0.16946,0.07428,0.09148,0.88772,0.99578,1,0.99489,0.99489,0.99578,1,0.99489,0.97208,0.1425,0.11121,0.02947,0.32997,0.17589,0.000306663,0.000306663,0.000306663
240,7261.13,0.03957,0.168,0.06929,0.09714,0.88727,0.99516,1,0.99478,0.99478,0.99516,1,0.99478,0.97675,0.11052,0.11094,0.02813,0.28657,0.15408,0.000301948,0.000301948,0.000301948
241,7291.09,0.03869,0.15984,0.07,0.08791,0.88847,0.9957,1,0.99489,0.99489,0.9957,1,0.99489,0.97716,0.10457,0.10781,0.02652,0.22441,0.15182,0.000297232,0.000297232,0.000297232
